ACCELEROMETER X (m/s²),ACCELEROMETER Y (m/s²),ACCELEROMETER Z (m/s²),GRAVITY X (m/s²),GRAVITY Y (m/s²),GRAVITY Z (m/s²),LINEAR ACCELERATION X (m/s²),LINEAR ACCELERATION Y (m/s²),LINEAR ACCELERATION Z (m/s²),GYROSCOPE X (°/s),GYROSCOPE Y (°/s),GYROSCOPE Z (°/s),LIGHT (lux),MAGNETIC FIELD X (μT),MAGNETIC FIELD Y (μT),MAGNETIC FIELD Z (μT),ORIENTATION Z (azimuth °),ORIENTATION X (pitch °),ORIENTATION Y (roll °),PROXIMITY (i),ATMOSPHERIC PRESSURE (hPa),SOUND LEVEL (dB),LOCATION Latitude : ,LOCATION Longitude : ,LOCATION Altitude ( m),LOCATION Altitude-google ( m),LOCATION Altitude-atmospheric pressure ( m),LOCATION Speed ( Mph),LOCATION Accuracy ( m),LOCATION ORIENTATION (°),Satellites in range,Time since start in ms ,YYYY-MO-DD HH-MI-SS_SSS
0.1142,0.2321,9.8247,-0.1083,0.0059,9.8061,-0.0168,0.0379,0.0208,-0.4,0.18,-0.39,25467.0,123.3,76.07,91.25,301.49,-0.03,0.63,2.0,812.33,47.091,40.035,-105.343636,5941.94,NaN,,2.68,38.709675,135.2,15 / 25,2161,2015-06-12 12:42:49:848
0.1142,0.2321,9.8247,-0.1083,0.0059,9.8061,-0.0168,0.0379,0.0208,-0.4,0.18,-0.39,25467.0,123.3,76.07,91.25,301.49,-0.03,0.63,2.0,812.3,47.091,40.035,-105.343636,5941.94,NaN,,2.68,38.709675,135.2,15 / 25,2171,2015-06-12 12:42:49:858
0.1142,0.2321,9.8247,-0.1083,0.0059,9.8061,-0.0168,0.0379,0.0208,-0.4,0.18,-0.39,25467.0,123.3,76.07,91.25,301.49,-0.03,0.63,2.0,812.3,47.091,40.035,-105.343636,5941.94,NaN,,2.68,38.709675,135.2,15 / 25,2183,2015-06-12 12:42:49:870
-0.087,-0.113,10.1151,-0.0937,0.0114,9.8062,-0.0168,0.0379,0.0208,-0.4,0.18,-0.39,25467.0,123.3,76.07,91.25,301.49,-0.03,0.63,2.0,812.3,47.091,40.035,-105.343636,5941.94,NaN,,2.68,38.709675,135.2,15 / 25,2191,2015-06-12 12:42:49:878
-0.087,-0.113,10.1151,-0.0937,0.0114,9.8062,-0.0168,0.0379,0.0208,-0.4,0.18,-0.39,25467.0,123.3,76.07,91.25,301.49,-0.03,0.63,2.0,812.3,47.091,40.035,-105.343636,5941.94,NaN,,2.68,38.709675,135.2,15 / 25,2201,2015-06-12 12:42:49:888
-0.087,-0.113,10.1151,-0.0937,0.0114,9.8062,-0.0168,0.0379,0.0208,-0.4,0.18,-0.39,25467.0,123.3,76.07,91.25,301.49,-0.03,0.63,2.0,812.3,47.091,40.035,-105.343636,5941.94,NaN,,2.68,38.709675,135.2,15 / 25,2210,2015-06-12 12:42:49:897
-0.087,-0.113,10.1151,-0.0937,0.0114,9.8062,-0.0168,0.0379,0.0208,-0.4,0.18,-0.39,25467.0,123.3,76.07,91.25,301.49,-0.03,0.63,2.0,812.3,49.455,40.035,-105.343636,5941.94,NaN,,2.68,38.709675,135.2,15 / 25,2221,2015-06-12 12:42:49:908
-0.087,-0.113,10.1151,-0.0937,0.0114,9.8062,-0.0168,0.0379,0.0208,-0.4,0.18,-0.39,25467.0,123.3,76.07,91.25,301.49,-0.03,0.63,2.0,812.3,49.455,40.035,-105.343636,5941.94,NaN,,2.68,38.709675,135.2,15 / 25,2231,2015-06-12 12:42:49:918
-0.087,-0.113,10.1151,-0.0937,0.0114,9.8062,-0.0168,0.0379,0.0208,-0.4,0.18,-0.39,25467.0,123.3,76.07,91.25,301.49,-0.03,0.63,2.0,812.3,49.455,40.035,-105.343636,5941.94,NaN,,2.68,38.709675,135.2,15 / 25,2241,2015-06-12 12:42:49:928
-0.087,-0.113,10.1151,-0.0937,0.0114,9.8062,0.0265,-0.1468,-0.0911,-0.22,0.24,-0.27,25467.0,123.3,76.07,91.25,301.49,-0.03,0.63,2.0,812.3,49.455,40.035,-105.343636,5941.94,NaN,,2.68,38.709675,135.2,15 / 25,2250,2015-06-12 12:42:49:937
-0.087,-0.113,10.1151,-0.0937,0.0114,9.8062,0.0265,-0.1468,-0.0911,-0.22,0.24,-0.27,25467.0,123.3,76.07,91.25,301.49,-0.03,0.63,2.0,812.3,49.455,40.035,-105.343636,5941.94,NaN,,2.68,38.709675,135.2,15 / 25,2261,2015-06-12 12:42:49:948
-0.087,-0.113,10.1151,-0.0937,0.0114,9.8062,0.0265,-0.1468,-0.0911,-0.22,0.24,-0.27,25467.0,123.3,76.07,91.25,301.49,-0.03,0.63,2.0,812.3,49.455,40.035,-105.343636,5941.94,NaN,,2.68,38.709675,135.2,15 / 25,2272,2015-06-12 12:42:49:959
-0.3584,-0.1213,9.9592,-0.0937,0.0114,9.8062,0.0265,-0.1468,-0.0911,-0.22,0.24,-0.27,25467.0,123.12,75.6,91.3,301.5,-0.07,0.55,2.0,812.3,49.455,40.035,-105.343636,5941.94,NaN,,2.68,38.709675,135.2,15 / 25,2282,2015-06-12 12:42:49:969
-0.3584,-0.1213,9.9592,-0.0937,0.0114,9.8062,0.0265,-0.1468,-0.0911,-0.22,0.24,-0.27,25467.0,123.12,75.6,91.3,301.5,-0.07,0.55,2.0,812.3,49.455,40.035,-105.343636,5941.94,NaN,,2.68,38.709675,135.2,15 / 25,2298,2015-06-12 12:42:49:985
-0.3584,-0.1213,9.9592,-0.0937,0.0114,9.8062,0.0265,-0.1468,-0.0911,-0.22,0.24,-0.27,25467.0,123.12,75.6,91.3,301.5,-0.07,0.55,2.0,812.3,49.455,40.035,-105.343636,5941.94,NaN,,2.68,38.709675,135.2,15 / 25,2300,2015-06-12 12:42:49:987
-0.3584,-0.1213,9.9592,-0.0937,0.0114,9.8062,0.0265,-0.1468,-0.0911,-0.22,0.24,-0.27,25467.0,123.12,75.6,91.3,301.5,-0.07,0.55,2.0,812.3,49.455,40.035,-105.343636,5941.94,NaN,,2.68,38.709675,135.2,15 / 25,2311,2015-06-12 12:42:49:998
-0.3584,-0.1213,9.9592,-0.0925,-0.0271,9.8062,0.0265,-0.1468,-0.0911,-0.22,0.24,-0.27,25467.0,123.12,75.6,91.3,301.5,-0.07,0.55,2.0,812.3,49.455,40.035,-105.343636,5941.94,NaN,,2.68,38.709675,135.2,15 / 25,2321,2015-06-12 12:42:50:008
-0.3584,-0.1213,9.9592,-0.0925,-0.0271,9.8062,0.0265,-0.1468,-0.0911,-0.22,0.24,-0.27,25467.0,123.12,75.6,91.3,301.5,-0.07,0.55,2.0,812.3,49.455,40.035,-105.343636,5941.94,NaN,,2.68,38.709675,135.2,15 / 25,2333,2015-06-12 12:42:50:020
-0.3584,-0.1213,9.9592,-0.0925,-0.0271,9.8062,0.0265,-0.1468,-0.0911,-0.22,0.24,-0.27,25467.0,123.12,75.6,91.3,301.5,-0.07,0.55,2.0,812.3,49.455,40.035,-105.343636,5941.94,NaN,,2.68,38.709675,135.2,15 / 25,2341,2015-06-12 12:42:50:028
-0.3584,-0.1213,9.9592,-0.0925,-0.0271,9.8062,0.0265,-0.1468,-0.0911,-0.22,0.24,-0.27,25467.0,123.12,75.6,91.3,301.5,-0.07,0.55,2.0,812.3,49.455,40.035,-105.343636,5941.94,NaN,,2.68,38.709675,135.2,15 / 25,2351,2015-06-12 12:42:50:038
-0.3584,-0.1213,9.9592,-0.0925,-0.0271,9.8062,0.0265,-0.1468,-0.0911,-0.22,0.24,-0.27,25467.0,123.12,75.6,91.3,301.5,-0.07,0.55,2.0,812.3,49.455,40.035,-105.343636,5941.94,NaN,,2.68,38.709675,135.2,15 / 25,2361,2015-06-12 12:42:50:048
0.2486,0.0846,9.927,-0.0925,-0.0271,9.8062,0.0265,-0.1468,-0.0911,-0.22,0.24,-0.27,25467.0,123.12,75.6,91.3,301.5,-0.07,0.55,2.0,812.3,49.455,40.035,-105.343636,5941.94,NaN,,2.68,38.709675,135.2,15 / 25,2372,2015-06-12 12:42:50:059
0.2486,0.0846,9.927,-0.0925,-0.0271,9.8062,-0.0031,0.0193,-0.0236,-0.34,0.31,-0.08,25467.0,123.12,75.6,91.3,301.5,-0.07,0.55,2.0,812.3,49.455,40.035,-105.343636,5941.94,NaN,,2.68,38.709675,135.2,15 / 25,2384,2015-06-12 12:42:50:071
0.2486,0.0846,9.927,-0.0925,-0.0271,9.8062,-0.0031,0.0193,-0.0236,-0.34,0.31,-0.08,25467.0,123.12,75.6,91.3,301.5,-0.07,0.55,2.0,812.3,49.455,40.035,-105.343636,5941.94,NaN,,2.68,38.709675,135.2,15 / 25,2390,2015-06-12 12:42:50:077
0.2486,0.0846,9.927,-0.0925,-0.0271,9.8062,-0.0031,0.0193,-0.0236,-0.34,0.31,-0.08,25467.0,123.12,75.6,91.3,301.5,-0.07,0.55,2.0,812.3,49.455,40.035,-105.343636,5941.94,NaN,,2.68,38.709675,135.2,15 / 25,2400,2015-06-12 12:42:50:087
0.2486,0.0846,9.927,-0.0925,-0.0271,9.8062,-0.0031,0.0193,-0.0236,-0.34,0.31,-0.08,24641.0,123.12,75.6,91.3,301.5,-0.07,0.55,2.0,812.3,49.455,40.035,-105.343636,5941.94,NaN,,2.68,38.709675,135.2,15 / 25,2411,2015-06-12 12:42:50:098
0.2486,0.0846,9.927,-0.0925,-0.0271,9.8062,-0.0031,0.0193,-0.0236,-0.34,0.31,-0.08,24641.0,123.07,75.66,91.29,301.62,0.16,0.54,2.0,812.3,49.455,40.035,-105.343636,5941.94,NaN,,2.68,38.709675,135.2,15 / 25,2421,2015-06-12 12:42:50:108
0.2486,0.0846,9.927,-0.0925,-0.0271,9.8062,-0.0031,0.0193,-0.0236,-0.34,0.31,-0.08,24641.0,123.07,75.66,91.29,301.62,0.16,0.54,2.0,812.3,49.455,40.035,-105.343636,5941.94,NaN,,2.68,38.709675,135.2,15 / 25,2430,2015-06-12 12:42:50:117
0.2486,0.0846,9.927,-0.0968,-0.0255,9.8061,-0.0031,0.0193,-0.0236,-0.34,0.31,-0.08,24641.0,123.07,75.66,91.29,301.62,0.16,0.54,2.0,812.3,49.455,40.035,-105.343636,5941.94,NaN,,2.68,38.709675,135.2,15 / 25,2441,2015-06-12 12:42:50:128
0.2486,0.0846,9.927,-0.0968,-0.0255,9.8061,-0.0031,0.0193,-0.0236,-0.34,0.31,-0.08,24641.0,123.07,75.66,91.29,301.62,0.16,0.54,2.0,812.3,49.455,40.035,-105.343636,5941.94,NaN,,2.68,38.709675,135.2,15 / 25,2451,2015-06-12 12:42:50:138
0.2486,0.0846,9.927,-0.0968,-0.0255,9.8061,-0.0031,0.0193,-0.0236,-0.34,0.31,-0.08,24641.0,123.07,75.66,91.29,301.62,0.16,0.54,2.0,812.3,49.455,40.035,-105.343636,5941.94,NaN,,2.68,38.709675,135.2,15 / 25,2461,2015-06-12 12:42:50:148
0.0463,-0.0083,9.9377,-0.0968,-0.0255,9.8061,-0.0031,0.0193,-0.0236,-0.34,0.31,-0.08,24641.0,123.07,75.66,91.29,301.62,0.16,0.54,2.0,812.3,49.455,40.035,-105.343636,5941.94,NaN,,2.68,38.709675,135.2,15 / 25,2470,2015-06-12 12:42:50:157
0.0463,-0.0083,9.9377,-0.0968,-0.0255,9.8061,-0.0031,0.0193,-0.0236,-0.34,0.31,-0.08,24641.0,123.07,75.66,91.29,301.62,0.16,0.54,2.0,812.3,49.455,40.035,-105.343636,5941.94,NaN,,2.68,38.709675,135.2,15 / 25,2481,2015-06-12 12:42:50:168
0.0463,-0.0083,9.9377,-0.0968,-0.0255,9.8061,-0.0031,0.0193,-0.0236,-0.34,0.31,-0.08,24641.0,123.07,75.66,91.29,301.62,0.16,0.54,2.0,812.3,49.455,40.035,-105.343636,5941.94,NaN,,2.68,38.709675,135.2,15 / 25,2491,2015-06-12 12:42:50:178
0.0463,-0.0083,9.9377,-0.0968,-0.0255,9.8061,-0.0031,0.0193,-0.0236,-0.34,0.31,-0.08,24641.0,123.07,75.66,91.29,301.62,0.16,0.54,2.0,812.3,49.455,40.035,-105.343636,5941.94,NaN,,2.68,38.709675,135.2,15 / 25,2501,2015-06-12 12:42:50:188
0.0463,-0.0083,9.9377,-0.0968,-0.0255,9.8061,0.0664,0.0238,0.0898,-0.09,0.43,0.22,24641.0,123.07,75.66,91.29,301.62,0.16,0.54,2.0,812.3,49.455,40.035,-105.343636,5941.94,NaN,,2.68,38.709675,135.2,15 / 25,2511,2015-06-12 12:42:50:198
0.0463,-0.0083,9.9377,-0.0968,-0.0255,9.8061,0.0664,0.0238,0.0898,-0.09,0.43,0.22,24641.0,123.07,75.66,91.29,301.62,0.16,0.54,2.0,812.3,49.455,40.035,-105.343636,5941.94,NaN,,2.68,38.709675,135.2,15 / 25,2521,2015-06-12 12:42:50:208
0.0463,-0.0083,9.9377,-0.0968,-0.0255,9.8061,0.0664,0.0238,0.0898,-0.09,0.43,0.22,24641.0,123.07,75.66,91.29,301.62,0.16,0.54,2.0,812.3,49.455,40.035,-105.343636,5941.94,NaN,,2.68,38.709675,135.2,15 / 25,2531,2015-06-12 12:42:50:218
0.0463,-0.0083,9.9377,-0.0968,-0.0255,9.8061,0.0664,0.0238,0.0898,-0.09,0.43,0.22,24641.0,123.07,75.66,91.29,301.62,0.16,0.54,2.0,812.3,50.094,40.035,-105.343636,5941.94,NaN,,2.68,38.709675,135.2,15 / 25,2541,2015-06-12 12:42:50:228
0.0463,-0.0083,9.9377,-0.0968,-0.0255,9.8061,0.0664,0.0238,0.0898,-0.09,0.43,0.22,24641.0,123.07,75.66,91.29,301.62,0.16,0.54,2.0,812.3,50.094,40.035,-105.343636,5941.94,NaN,,2.68,38.709675,135.2,15 / 25,2552,2015-06-12 12:42:50:239
0.0463,-0.0083,9.9377,-0.0968,-0.0255,9.8061,0.0664,0.0238,0.0898,-0.09,0.43,0.22,24641.0,123.5,75.88,91.11,301.6,0.15,0.57,2.0,812.3,50.094,40.035,-105.343636,5941.94,NaN,,2.68,38.709675,135.2,15 / 25,2560,2015-06-12 12:42:50:247
0.1879,-0.0392,10.0829,-0.0968,-0.0255,9.8061,0.0664,0.0238,0.0898,-0.09,0.43,0.22,24641.0,123.5,75.88,91.11,301.6,0.15,0.57,2.0,812.29,50.094,40.035,-105.343636,5941.94,NaN,,2.68,38.709675,135.2,15 / 25,2571,2015-06-12 12:42:50:258
0.1879,-0.0392,10.0829,-0.0923,-0.0284,9.8062,0.0664,0.0238,0.0898,-0.09,0.43,0.22,24641.0,123.5,75.88,91.11,301.6,0.15,0.57,2.0,812.29,50.094,40.035,-105.343636,5941.94,NaN,,2.68,38.709675,135.2,15 / 25,2580,2015-06-12 12:42:50:267
0.1879,-0.0392,10.0829,-0.0923,-0.0284,9.8062,0.0664,0.0238,0.0898,-0.09,0.43,0.22,24641.0,123.5,75.88,91.11,301.6,0.15,0.57,2.0,812.29,50.094,40.035,-105.343636,5941.94,NaN,,2.68,38.709675,135.2,15 / 25,2590,2015-06-12 12:42:50:277
0.1879,-0.0392,10.0829,-0.0923,-0.0284,9.8062,0.0664,0.0238,0.0898,-0.09,0.43,0.22,24641.0,123.5,75.88,91.11,301.6,0.15,0.57,2.0,812.29,50.094,40.035,-105.343636,5941.94,NaN,,2.68,38.709675,135.2,15 / 25,2601,2015-06-12 12:42:50:288
0.1879,-0.0392,10.0829,-0.0923,-0.0284,9.8062,0.0664,0.0238,0.0898,-0.09,0.43,0.22,24641.0,123.5,75.88,91.11,301.6,0.15,0.57,2.0,812.29,50.094,40.035,-105.343636,5941.94,NaN,,2.68,38.709675,135.2,15 / 25,2619,2015-06-12 12:42:50:306
0.1879,-0.0392,10.0829,-0.0923,-0.0284,9.8062,0.0664,0.0238,0.0898,-0.09,0.43,0.22,24641.0,123.5,75.88,91.11,301.6,0.15,0.57,2.0,812.29,50.094,40.035,-105.343636,5941.94,NaN,,2.68,38.709675,135.2,15 / 25,2626,2015-06-12 12:42:50:313
0.1879,-0.0392,10.0829,-0.0923,-0.0284,9.8062,0.0664,0.0238,0.0898,-0.09,0.43,0.22,24641.0,123.5,75.88,91.11,301.6,0.15,0.57,2.0,812.29,50.094,40.035,-105.343636,5941.94,NaN,,2.68,38.709675,135.2,15 / 25,2632,2015-06-12 12:42:50:319
0.1879,-0.0392,10.0829,-0.0923,-0.0284,9.8062,0.0387,0.0236,-0.0262,-0.22,0.0,-0.39,23431.0,123.5,75.88,91.11,301.6,0.15,0.57,2.0,812.29,50.094,40.035,-105.343636,5941.94,NaN,,2.68,38.709675,135.2,15 / 25,2641,2015-06-12 12:42:50:328
0.1879,-0.0392,10.0829,-0.0923,-0.0284,9.8062,0.0387,0.0236,-0.0262,-0.22,0.0,-0.39,23431.0,123.5,75.88,91.11,301.6,0.15,0.57,2.0,812.29,50.094,40.035,-105.343636,5941.94,NaN,,2.68,38.709675,135.2,15 / 25,2652,2015-06-12 12:42:50:339
0.1879,-0.0392,10.0829,-0.0923,-0.0284,9.8062,0.0387,0.0236,-0.0262,-0.22,0.0,-0.39,23431.0,123.5,75.88,91.11,301.6,0.15,0.57,2.0,812.29,50.094,40.035,-105.343636,5941.94,NaN,,2.68,38.709675,135.2,15 / 25,2661,2015-06-12 12:42:50:348
-0.2084,-0.069,9.9615,-0.0923,-0.0284,9.8062,0.0387,0.0236,-0.0262,-0.22,0.0,-0.39,23431.0,123.5,75.88,91.11,301.6,0.15,0.57,2.0,812.29,50.094,40.035,-105.343636,5941.94,NaN,,2.68,38.709675,135.2,15 / 25,2671,2015-06-12 12:42:50:358
-0.2084,-0.069,9.9615,-0.0923,-0.0284,9.8062,0.0387,0.0236,-0.0262,-0.22,0.0,-0.39,23431.0,123.77,75.56,91.27,301.42,0.17,0.54,2.0,812.29,50.094,40.035,-105.343636,5941.94,NaN,,2.68,38.709675,135.2,15 / 25,2683,2015-06-12 12:42:50:370
-0.2084,-0.069,9.9615,-0.0923,-0.0284,9.8062,0.0387,0.0236,-0.0262,-0.22,0.0,-0.39,23431.0,123.77,75.56,91.27,301.42,0.17,0.54,2.0,812.29,50.094,40.035,-105.343636,5941.94,NaN,,2.68,38.709675,135.2,15 / 25,2690,2015-06-12 12:42:50:377
-0.2084,-0.069,9.9615,-0.0825,-0.0337,9.8062,0.0387,0.0236,-0.0262,-0.22,0.0,-0.39,23431.0,123.77,75.56,91.27,301.42,0.17,0.54,2.0,812.29,50.094,40.035,-105.343636,5941.94,NaN,,2.68,38.709675,135.2,15 / 25,2701,2015-06-12 12:42:50:388
-0.2084,-0.069,9.9615,-0.0825,-0.0337,9.8062,0.0387,0.0236,-0.0262,-0.22,0.0,-0.39,23431.0,123.77,75.56,91.27,301.42,0.17,0.54,2.0,812.29,50.094,40.035,-105.343636,5941.94,NaN,,2.68,38.709675,135.2,15 / 25,2711,2015-06-12 12:42:50:398
-0.2084,-0.069,9.9615,-0.0825,-0.0337,9.8062,0.0387,0.0236,-0.0262,-0.22,0.0,-0.39,23431.0,123.77,75.56,91.27,301.42,0.17,0.54,2.0,812.29,50.094,40.035,-105.343636,5941.94,NaN,,2.68,38.709675,135.2,15 / 25,2721,2015-06-12 12:42:50:408
-0.2084,-0.069,9.9615,-0.0825,-0.0337,9.8062,0.0387,0.0236,-0.0262,-0.22,0.0,-0.39,23431.0,123.77,75.56,91.27,301.42,0.17,0.54,2.0,812.29,50.094,40.035,-105.343636,5941.94,NaN,,2.68,38.709675,135.2,15 / 25,2730,2015-06-12 12:42:50:417
-0.2084,-0.069,9.9615,-0.0825,-0.0337,9.8062,0.0387,0.0236,-0.0262,-0.22,0.0,-0.39,23431.0,123.77,75.56,91.27,301.42,0.17,0.54,2.0,812.29,50.094,40.035,-105.343636,5941.94,NaN,,2.68,38.709675,135.2,15 / 25,2741,2015-06-12 12:42:50:428
-0.2084,-0.069,9.9615,-0.0825,-0.0337,9.8062,0.0387,0.0236,-0.0262,-0.22,0.0,-0.39,23431.0,123.77,75.56,91.27,301.42,0.17,0.54,2.0,812.29,50.094,40.035,-105.343636,5941.94,NaN,,2.68,38.709675,135.2,15 / 25,2751,2015-06-12 12:42:50:438
-0.2084,-0.069,9.9615,-0.0825,-0.0337,9.8062,0.0387,0.0236,-0.0262,-0.22,0.0,-0.39,23431.0,123.77,75.56,91.27,301.42,0.17,0.54,2.0,812.29,50.094,40.035,-105.343636,5941.94,NaN,,2.68,38.709675,135.2,15 / 25,2761,2015-06-12 12:42:50:448
-0.6428,0.0239,9.6747,-0.0825,-0.0337,9.8062,-0.0331,-0.0538,0.0373,-1.38,-2.88,-1.25,23431.0,123.77,75.56,91.27,301.42,0.17,0.54,2.0,812.29,50.094,40.035,-105.343636,5941.94,NaN,,2.68,38.709675,135.2,15 / 25,2771,2015-06-12 12:42:50:458
-0.6428,0.0239,9.6747,-0.0825,-0.0337,9.8062,-0.0331,-0.0538,0.0373,-1.38,-2.88,-1.25,23431.0,123.77,75.56,91.27,301.42,0.17,0.54,2.0,812.29,50.094,40.035,-105.343636,5941.94,NaN,,2.68,38.709675,135.2,15 / 25,2781,2015-06-12 12:42:50:468
-0.6428,0.0239,9.6747,-0.0825,-0.0337,9.8062,-0.0331,-0.0538,0.0373,-1.38,-2.88,-1.25,23431.0,123.77,75.56,91.27,301.42,0.17,0.54,2.0,812.29,50.094,40.035,-105.343636,5941.94,NaN,,2.68,38.709675,135.2,15 / 25,2791,2015-06-12 12:42:50:478
-0.6428,0.0239,9.6747,-0.0825,-0.0337,9.8062,-0.0331,-0.0538,0.0373,-1.38,-2.88,-1.25,23431.0,123.77,75.56,91.27,301.42,0.17,0.54,2.0,812.29,50.094,40.035,-105.343636,5941.94,NaN,,2.68,38.709675,135.2,15 / 25,2801,2015-06-12 12:42:50:488
-0.6428,0.0239,9.6747,-0.0825,-0.0337,9.8062,-0.0331,-0.0538,0.0373,-1.38,-2.88,-1.25,23431.0,123.77,75.56,91.27,301.42,0.17,0.54,2.0,812.29,50.094,40.035,-105.343636,5941.94,NaN,,2.68,38.709675,135.2,15 / 25,2810,2015-06-12 12:42:50:497
-0.6428,0.0239,9.6747,-0.0825,-0.0337,9.8062,-0.0331,-0.0538,0.0373,-1.38,-2.88,-1.25,23431.0,123.01,75.69,91.11,301.66,0.2,0.48,2.0,812.29,50.094,40.035,-105.343636,5941.94,NaN,,2.68,38.709675,135.2,15 / 25,2821,2015-06-12 12:42:50:508
-0.6428,0.0239,9.6747,-0.0721,-0.0479,9.8063,-0.0331,-0.0538,0.0373,-1.38,-2.88,-1.25,23431.0,123.01,75.69,91.11,301.66,0.2,0.48,2.0,812.29,50.094,40.035,-105.343636,5941.94,NaN,,2.68,38.709675,135.2,15 / 25,2831,2015-06-12 12:42:50:518
-0.6428,0.0239,9.6747,-0.0721,-0.0479,9.8063,-0.0331,-0.0538,0.0373,-1.38,-2.88,-1.25,23431.0,123.01,75.69,91.11,301.66,0.2,0.48,2.0,812.29,50.094,40.035,-105.343636,5941.94,NaN,,2.68,38.709675,135.2,15 / 25,2841,2015-06-12 12:42:50:528
-0.6428,0.0239,9.6747,-0.0721,-0.0479,9.8063,-0.0331,-0.0538,0.0373,-1.38,-2.88,-1.25,23431.0,123.01,75.69,91.11,301.66,0.2,0.48,2.0,812.29,50.094,40.035,-105.343636,5941.94,NaN,,2.68,38.709675,135.2,15 / 25,2851,2015-06-12 12:42:50:538
-0.6428,0.0239,9.6747,-0.0721,-0.0479,9.8063,-0.0331,-0.0538,0.0373,-1.38,-2.88,-1.25,23431.0,123.01,75.69,91.11,301.66,0.2,0.48,2.0,812.29,50.094,40.035,-105.343636,5941.94,NaN,,2.68,38.709675,135.2,15 / 25,2861,2015-06-12 12:42:50:548
-0.2512,0.0274,9.8485,-0.0721,-0.0479,9.8063,-0.0331,-0.0538,0.0373,-1.38,-2.88,-1.25,23431.0,123.01,75.69,91.11,301.66,0.2,0.48,2.0,812.29,48.837,40.035,-105.343636,5941.94,NaN,,2.68,38.709675,135.2,15 / 25,2871,2015-06-12 12:42:50:558
-0.2512,0.0274,9.8485,-0.0721,-0.0479,9.8063,-0.0331,-0.0538,0.0373,-1.38,-2.88,-1.25,23431.0,123.01,75.69,91.11,301.66,0.2,0.48,2.0,812.29,48.837,40.035,-105.343636,5941.94,NaN,,2.68,38.709675,135.2,15 / 25,2883,2015-06-12 12:42:50:570
-0.2512,0.0274,9.8485,-0.0721,-0.0479,9.8063,-0.0331,-0.0538,0.0373,-1.38,-2.88,-1.25,20461.0,123.01,75.69,91.11,301.66,0.2,0.48,2.0,812.29,48.837,40.035,-105.343636,5941.94,NaN,,2.68,38.709675,135.2,15 / 25,2892,2015-06-12 12:42:50:579